text_id,id,token_in_Indonesian,token_in_English,entity,argument
KEB-00912,KEB-00912.003,santuni,polite,O,O
KEB-00912,KEB-00912.004,korban,victim,O,O
KEB-00912,KEB-00912.005,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00912,KEB-00912.006,di,in,O,O
KEB-00912,KEB-00912.007,empat,four,B-LOC,PLACE-ARG
KEB-00912,KEB-00912.008,lawang,mace,I-LOC,PLACE-ARG
KEB-00913,KEB-00913.001,korban,victim,O,O
KEB-00913,KEB-00913.002,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00913,KEB-00913.003,rumah,House,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00913,KEB-00913.004,di,in,O,O
KEB-00913,KEB-00913.005,boalemo,boalemo,B-LOC,PLACE-ARG
KEB-00913,KEB-00913.006,bakal,will,O,O
KEB-00913,KEB-00913.007,dapat,can,O,O
KEB-00913,KEB-00913.008,bantuan,help,O,O
KEB-00913,KEB-00913.009,mahyani,mahyani,O,O
KEB-00913,KEB-00913.010,dari,from,O,O
KEB-00913,KEB-00913.011,pemprov,provincial government,B-ORG,OFFICER-ARG
KEB-00914,KEB-00914.001,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00914,KEB-00914.002,di,in,O,O
KEB-00914,KEB-00914.003,canggu,awkward,B-LOC,PLACE-ARG
KEB-00914,KEB-00914.004,telah,has,O,O
KEB-00914,KEB-00914.005,terjadi,happen,O,O
KEB-00914,KEB-00914.006,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00914,KEB-00914.007,salah,Wrong,O,O
KEB-00914,KEB-00914.008,satu,One,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00914,KEB-00914.009,hotel,hotel,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00914,KEB-00914.010,di,in,O,O
KEB-00914,KEB-00914.011,canggu,awkward,B-LOC,PLACE-ARG
KEB-00914,KEB-00914.012,",",",",O,O
KEB-00914,KEB-00914.013,senin,Monday,B-ARG,TIME-ARG
KEB-00914,KEB-00914.014,(,(,O,O
KEB-00914,KEB-00914.015,28/9,9/28,B-ARG,TIME-ARG
KEB-00914,KEB-00914.016,),),O,O
KEB-00914,KEB-00914.017,sekitar,around,O,O
KEB-00914,KEB-00914.018,pukul,o'clock,B-ARG,TIME-ARG
KEB-00914,KEB-00914.019,1,1,I-ARG,TIME-ARG
KEB-00914,KEB-00914.020,0,0,I-ARG,TIME-ARG
KEB-00914,KEB-00914.021,wita,wita,I-ARG,TIME-ARG
KEB-00914,KEB-00914.022,.,.,O,O
KEB-00914,KEB-00914.023,api,fire,O,O
KEB-00914,KEB-00914.024,saat,moment,O,O
KEB-00914,KEB-00914.025,ini,This,O,O
KEB-00914,KEB-00914.026,sudah,Already,O,O
KEB-00914,KEB-00914.027,berhasil,succeed,O,O
KEB-00914,KEB-00914.028,dipadamkan,extinguished,O,O
KEB-00914,KEB-00914.029,oleh,by,O,O
KEB-00914,KEB-00914.030,damkar,firefighter,B-ORG,OFFICER-ARG
KEB-00914,KEB-00914.031,badung,Badung,B-PLOC,PLACE-ARG
KEB-00914,KEB-00914.032,.,.,O,O
KEB-00914,KEB-00914.033,belum,Not yet,O,O
KEB-00914,KEB-00914.034,diketahui,known,O,O
KEB-00914,KEB-00914.035,kronologi,chronology,O,O
KEB-00914,KEB-00914.036,dan,And,O,O
KEB-00914,KEB-00914.037,penyebab,reason,O,O
KEB-00914,KEB-00914.038,terjadi,happen,O,O
KEB-00914,KEB-00914.039,nya,his,O,O
KEB-00914,KEB-00914.040,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00914,KEB-00914.041,.,.,O,O
KEB-00914,KEB-00914.042,.,.,O,O
KEB-00914,KEB-00914.043,via,via,O,O
KEB-00915,KEB-00915.001,3,3,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.002,rumah,House,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.003,",",",",O,O
KEB-00915,KEB-00915.004,1,1,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.005,bengkel,workshop,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.006,",",",",O,O
KEB-00915,KEB-00915.007,1,1,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.008,conter,counter,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00915,KEB-00915.009,terbakar,burnt,B-EVE,FIRE-EVENT
KEB-00915,KEB-00915.010,akibat,consequence,O,O
KEB-00915,KEB-00915.011,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00915,KEB-00915.012,yang,Which,O,O
KEB-00915,KEB-00915.013,terjadi,happen,O,O
KEB-00915,KEB-00915.014,pada,on,O,O
KEB-00915,KEB-00915.015,hari,day,O,O
KEB-00915,KEB-00915.016,minggu,Sunday,B-ARG,TIME-ARG
KEB-00915,KEB-00915.017,27,27,B-ARG,TIME-ARG
KEB-00915,KEB-00915.018,september,September,I-ARG,TIME-ARG
KEB-00915,KEB-00915.019,2020,2020,I-ARG,TIME-ARG
KEB-00915,KEB-00915.020,pukul,o'clock,B-ARG,TIME-ARG
KEB-00915,KEB-00915.021,16.45,16.45,I-ARG,TIME-ARG
KEB-00915,KEB-00915.022,wib,WIB,I-ARG,TIME-ARG
KEB-00915,KEB-00915.023,di,in,O,O
KEB-00915,KEB-00915.024,jl,jl,B-ARG,STREET-ARG
KEB-00915,KEB-00915.025,.,.,I-ARG,STREET-ARG
KEB-00915,KEB-00915.026,ranu,ranu,I-ARG,STREET-ARG
KEB-00915,KEB-00915.027,klakah,klakah,I-ARG,STREET-ARG
KEB-00915,KEB-00915.028,dusun,hamlet,B-LOC,PLACE-ARG
KEB-00915,KEB-00915.029,pesantren,boarding school,I-LOC,PLACE-ARG
KEB-00915,KEB-00915.030,desa,village,B-PLOC,PLACE-ARG
KEB-00915,KEB-00915.031,klakah,klakah,I-PLOC,PLACE-ARG
KEB-00915,KEB-00915.032,kabupaten,regency,B-PLOC,PLACE-ARG
KEB-00915,KEB-00915.033,lumajang,Lumajang,I-PLOC,PLACE-ARG
KEB-00915,KEB-00915.034,.,.,O,O
KEB-00915,KEB-00915.035,api,fire,O,O
KEB-00915,KEB-00915.036,berasal,originate,O,O
KEB-00915,KEB-00915.037,dari,from,O,O
KEB-00915,KEB-00915.038,konsleting,short circuit,B-ARG,REASON-ARG
KEB-00915,KEB-00915.039,listrik,electricity,I-ARG,REASON-ARG
KEB-00915,KEB-00915.040,dirumah,At home,O,O
KEB-00915,KEB-00915.041,milik,owned by,O,O
KEB-00915,KEB-00915.042,bapak,father,O,O
KEB-00915,KEB-00915.043,haisal,Haisal,O,O
KEB-00915,KEB-00915.044,.,.,O,O
KEB-00916,KEB-00916.001,2.24,2.24,O,O
KEB-00916,KEB-00916.002,:,:,O,O
KEB-00916,KEB-00916.003,rt,rt,O,O
KEB-00916,KEB-00916.004,:,:,O,O
KEB-00916,KEB-00916.005,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00916,KEB-00916.006,rumah,House,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00916,KEB-00916.007,di,in,O,O
KEB-00916,KEB-00916.008,jl,jl,B-ARG,STREET-ARG
KEB-00916,KEB-00916.009,.,.,I-ARG,STREET-ARG
KEB-00916,KEB-00916.010,jati,teak,I-ARG,STREET-ARG
KEB-00916,KEB-00916.011,padang,field,I-ARG,STREET-ARG
KEB-00916,KEB-00916.012,3,3,I-ARG,STREET-ARG
KEB-00916,KEB-00916.013,rt,rt,B-ARG,STREET-ARG
KEB-00916,KEB-00916.014,.,.,I-ARG,STREET-ARG
KEB-00916,KEB-00916.015,3,3,I-ARG,STREET-ARG
KEB-00916,KEB-00916.016,rw,rw,B-ARG,STREET-ARG
KEB-00916,KEB-00916.017,.,.,I-ARG,STREET-ARG
KEB-00916,KEB-00916.018,5,5,I-ARG,STREET-ARG
KEB-00916,KEB-00916.019,",",",",O,O
KEB-00916,KEB-00916.020,kel,kel,B-LOC,PLACE-ARG
KEB-00916,KEB-00916.021,.,.,I-LOC,PLACE-ARG
KEB-00916,KEB-00916.022,jati,teak,I-LOC,PLACE-ARG
KEB-00916,KEB-00916.023,padang,field,I-LOC,PLACE-ARG
KEB-00916,KEB-00916.024,",",",",O,O
KEB-00916,KEB-00916.025,kec,subdistrict,B-PLOC,PLACE-ARG
KEB-00916,KEB-00916.026,.,.,I-PLOC,PLACE-ARG
KEB-00916,KEB-00916.027,pasar,market,I-PLOC,PLACE-ARG
KEB-00916,KEB-00916.028,minggu,Sunday,I-PLOC,PLACE-ARG
KEB-00916,KEB-00916.029,",",",",O,O
KEB-00916,KEB-00916.030,jakarta,Jakarta,B-PLOC,PLACE-ARG
KEB-00916,KEB-00916.031,selatan,south,I-PLOC,PLACE-ARG
KEB-00916,KEB-00916.032,.,.,O,O
KEB-00916,KEB-00916.033,api,fire,O,O
KEB-00916,KEB-00916.034,dapat,can,O,O
KEB-00916,KEB-00916.035,dipadamkan,extinguished,O,O
KEB-00916,KEB-00916.036,petugas,officer,B-ORG,OFFICER-ARG
KEB-00916,KEB-00916.037,pemadam,extinguisher,I-ORG,OFFICER-ARG
KEB-00916,KEB-00916.038,kebakaran,fire,I-ORG,OFFICER-ARG
KEB-00916,KEB-00916.039,dengan,with,O,O
KEB-00916,KEB-00916.040,menerjunkan,parachute,O,O
KEB-00916,KEB-00916.041,2,2,B-ORG,OFFICER-ARG
KEB-00916,KEB-00916.042,unit,units,I-ORG,OFFICER-ARG
KEB-00916,KEB-00916.043,kendaraan,vehicle,I-ORG,OFFICER-ARG
KEB-00916,KEB-00916.044,damkar,firefighter,I-ORG,OFFICER-ARG
KEB-00916,KEB-00916.045,.,.,O,O
KEB-00917,KEB-00917.001,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00917,KEB-00917.002,rumah,House,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00917,KEB-00917.003,di,in,O,O
KEB-00917,KEB-00917.004,jalan,road,B-ARG,STREET-ARG
KEB-00917,KEB-00917.005,jatipadang,jatipadang,I-ARG,STREET-ARG
KEB-00917,KEB-00917.006,3,3,I-ARG,STREET-ARG
KEB-00917,KEB-00917.007,rt,rt,B-ARG,STREET-ARG
KEB-00917,KEB-00917.008,3/5,3/5,I-ARG,STREET-ARG
KEB-00917,KEB-00917.009,",",",",O,O
KEB-00917,KEB-00917.010,kelurahan,ward,B-LOC,PLACE-ARG
KEB-00917,KEB-00917.011,jatipadang,jatipadang,I-LOC,PLACE-ARG
KEB-00917,KEB-00917.012,",",",",O,O
KEB-00917,KEB-00917.013,kecamatan,subdistrict,B-PLOC,PLACE-ARG
KEB-00917,KEB-00917.014,pasar,market,I-PLOC,PLACE-ARG
KEB-00917,KEB-00917.015,minggu,Sunday,I-PLOC,PLACE-ARG
KEB-00917,KEB-00917.016,",",",",O,O
KEB-00917,KEB-00917.017,jakarta,Jakarta,B-PLOC,PLACE-ARG
KEB-00917,KEB-00917.018,selatan,south,I-PLOC,PLACE-ARG
KEB-00917,KEB-00917.019,",",",",O,O
KEB-00917,KEB-00917.020,senin,Monday,B-ARG,TIME-ARG
KEB-00917,KEB-00917.021,(,(,O,O
KEB-00917,KEB-00917.022,28/9,9/28,B-ARG,TIME-ARG
KEB-00917,KEB-00917.023,),),O,O
KEB-00917,KEB-00917.024,dini,early,O,O
KEB-00917,KEB-00917.025,hari,day,O,O
KEB-00917,KEB-00917.026,pukul,o'clock,B-ARG,TIME-ARG
KEB-00917,KEB-00917.027,0.59,0.59,I-ARG,TIME-ARG
KEB-00917,KEB-00917.028,wib,WIB,I-ARG,TIME-ARG
KEB-00917,KEB-00917.029,.,.,O,O
KEB-00917,KEB-00917.030,pengerahan,deployment,O,O
KEB-00917,KEB-00917.031,sementara,temporary,O,O
KEB-00917,KEB-00917.032,2,2,O,O
KEB-00917,KEB-00917.033,unit,units,O,O
KEB-00917,KEB-00917.034,menuju,going to,O,O
KEB-00917,KEB-00917.035,ke,to,O,O
KEB-00917,KEB-00917.036,tkp,crime scene,O,O
KEB-00917,KEB-00917.037,.,.,O,O
KEB-00917,KEB-00917.038,via,via,O,O
KEB-00918,KEB-00918.001,.,.,O,O
KEB-00918,KEB-00918.002,voa,voilà,O,O
KEB-00918,KEB-00918.003,executive,executive,O,O
KEB-00918,KEB-00918.004,lounge,lounges,O,O
KEB-00918,KEB-00918.005,kali,time,O,O
KEB-00918,KEB-00918.006,ini,This,O,O
KEB-00918,KEB-00918.007,ada,There is,O,O
KEB-00918,KEB-00918.008,lanjutan,advanced,O,O
KEB-00918,KEB-00918.009,obrolan,chat,O,O
KEB-00918,KEB-00918.010,reporter,reporter,O,O
KEB-00918,KEB-00918.011,vina,Vina,O,O
KEB-00918,KEB-00918.012,mubtadi,recently,O,O
KEB-00918,KEB-00918.013,bersama,together,O,O
KEB-00918,KEB-00918.014,chef,chef,O,O
KEB-00918,KEB-00918.015,bhirong,bhirong,O,O
KEB-00918,KEB-00918.016,.,.,O,O
KEB-00918,KEB-00918.017,h,h,O,O
KEB-00918,KEB-00918.018,.,.,O,O
KEB-00918,KEB-00918.019,dan,And,O,O
KEB-00918,KEB-00918.020,isterinya,his wife,O,O
KEB-00918,KEB-00918.021,yang,Which,O,O
KEB-00918,KEB-00918.022,menyumbangkan,donate,O,O
KEB-00918,KEB-00918.023,100%,Loading...,O,O
KEB-00918,KEB-00918.024,keuntungan,profit,O,O
KEB-00918,KEB-00918.025,dari,from,O,O
KEB-00918,KEB-00918.026,dua,two,O,O
KEB-00918,KEB-00918.027,hari,day,O,O
KEB-00918,KEB-00918.028,penjualan,sale,O,O
KEB-00918,KEB-00918.029,kepada,to,O,O
KEB-00918,KEB-00918.030,masyarakat,public,O,O
KEB-00918,KEB-00918.031,setempat,local,O,O
KEB-00918,KEB-00918.032,yang,Which,O,O
KEB-00918,KEB-00918.033,terkena,caught,O,O
KEB-00918,KEB-00918.034,dampak,impact,O,O
KEB-00918,KEB-00918.035,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00918,KEB-00918.036,hutan,forest,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00918,KEB-00918.037,di,in,O,O
KEB-00918,KEB-00918.038,oregon,Loading...,B-LOC,PLACE-ARG
KEB-00918,KEB-00918.039,as,US,B-PLOC,PLACE-ARG
KEB-00918,KEB-00918.040,.,.,O,O
KEB-00919,KEB-00919.001,petugas,officer,B-ORG,OFFICER-ARG
KEB-00919,KEB-00919.002,pemadam,extinguisher,I-ORG,OFFICER-ARG
KEB-00919,KEB-00919.003,kebakaran,fire,I-ORG,OFFICER-ARG
KEB-00919,KEB-00919.004,wonosobo,Wonosobo,B-PLOC,PLACE-ARG
KEB-00919,KEB-00919.005,:,:,O,O
KEB-00919,KEB-00919.006,petugas,officer,O,O
KEB-00919,KEB-00919.007,mendapatkan,get,O,O
KEB-00919,KEB-00919.008,informasi,information,O,O
KEB-00919,KEB-00919.009,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00919,KEB-00919.010,spbu,gas station,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00919,KEB-00919.011,di,in,O,O
KEB-00919,KEB-00919.012,jl,jl,B-ARG,STREET-ARG
KEB-00919,KEB-00919.013,.,.,I-ARG,STREET-ARG
KEB-00919,KEB-00919.014,raya,kingdom,I-ARG,STREET-ARG
KEB-00919,KEB-00919.015,banjarnegara,banjarnegara,B-LOC,PLACE-ARG
KEB-00919,KEB-00919.016,-,-,O,O
KEB-00919,KEB-00919.017,wonosobo,Wonosobo,I-LOC,PLACE-ARG
KEB-00919,KEB-00919.018,",",",",O,O
KEB-00919,KEB-00919.019,selokromo,selochromo,B-PLOC,PLACE-ARG
KEB-00919,KEB-00919.020,",",",",O,O
KEB-00919,KEB-00919.021,kab,district,B-PLOC,PLACE-ARG
KEB-00919,KEB-00919.022,.,.,I-PLOC,PLACE-ARG
KEB-00919,KEB-00919.023,wonosobo,Wonosobo,I-PLOC,PLACE-ARG
KEB-00919,KEB-00919.024,",",",",O,O
KEB-00919,KEB-00919.025,jateng,Central Java,B-PLOC,PLACE-ARG
KEB-00919,KEB-00919.026,",",",",O,O
KEB-00919,KEB-00919.027,selasa,Tuesday,B-ARG,TIME-ARG
KEB-00919,KEB-00919.028,(,(,O,O
KEB-00919,KEB-00919.029,29/9,9/29,B-ARG,TIME-ARG
KEB-00919,KEB-00919.030,),),O,O
KEB-00919,KEB-00919.031,dini,early,O,O
KEB-00919,KEB-00919.032,hari,day,O,O
KEB-00919,KEB-00919.033,pukul,o'clock,B-ARG,TIME-ARG
KEB-00919,KEB-00919.034,0.05,0.05,I-ARG,TIME-ARG
KEB-00919,KEB-00919.035,wib,WIB,I-ARG,TIME-ARG
KEB-00919,KEB-00919.036,.,.,O,O
KEB-00919,KEB-00919.037,pukul,o'clock,B-ARG,TIME-ARG
KEB-00919,KEB-00919.038,0.15,0.15,I-ARG,TIME-ARG
KEB-00919,KEB-00919.039,wib,WIB,I-ARG,TIME-ARG
KEB-00919,KEB-00919.040,",",",",O,O
KEB-00919,KEB-00919.041,api,fire,O,O
KEB-00919,KEB-00919.042,dapat,can,O,O
KEB-00919,KEB-00919.043,dipadamkan,extinguished,O,O
KEB-00919,KEB-00919.044,petugas,officer,O,O
KEB-00919,KEB-00919.045,dgn,with,O,O
KEB-00919,KEB-00919.046,menerjunkan,parachute,O,O
KEB-00919,KEB-00919.047,5,5,B-ORG,OFFICER-ARG
KEB-00919,KEB-00919.048,unit,units,I-ORG,OFFICER-ARG
KEB-00919,KEB-00919.049,mobil,car,I-ORG,OFFICER-ARG
KEB-00919,KEB-00919.050,damkar,firefighter,I-ORG,OFFICER-ARG
KEB-00919,KEB-00919.051,.,.,O,O
KEB-00920,KEB-00920.001,wait,wait,O,O
KEB-00920,KEB-00920.002,.,.,O,O
KEB-00920,KEB-00920.003,.,.,O,O
KEB-00920,KEB-00920.004,gimana,How,O,O
KEB-00920,KEB-00920.005,dengan,with,O,O
KEB-00920,KEB-00920.006,pihak,party,O,O
KEB-00920,KEB-00920.007,kerajaan,kingdom,O,O
KEB-00920,KEB-00920.008,hastinapura,Hastinapura,O,O
KEB-00920,KEB-00920.009,?,?,O,O
KEB-00920,KEB-00920.010,prabu,king,O,O
KEB-00920,KEB-00920.011,drestarastra,drestarastra,O,O
KEB-00920,KEB-00920.012,sangat,very,O,O
KEB-00920,KEB-00920.013,terpukul,hit,O,O
KEB-00920,KEB-00920.014,mendengar,hear,O,O
KEB-00920,KEB-00920.015,berita,news,O,O
KEB-00920,KEB-00920.016,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00920,KEB-00920.017,di,in,O,O
KEB-00920,KEB-00920.018,bale,bale,B-LOC,PLACE-ARG
KEB-00920,KEB-00920.019,sigala,wolf,I-LOC,PLACE-ARG
KEB-00920,KEB-00920.020,gala,gala,I-LOC,PLACE-ARG
KEB-00920,KEB-00920.021,.,.,O,O
KEB-00920,KEB-00920.022,ia,He,O,O
KEB-00920,KEB-00920.023,semakin,the more,O,O
KEB-00920,KEB-00920.024,lemas,weak,O,O
KEB-00920,KEB-00920.025,setelah,after,O,O
KEB-00920,KEB-00920.026,mendengar,hear,O,O
KEB-00920,KEB-00920.027,laporan,report,O,O
KEB-00920,KEB-00920.028,sengkuni,sengkuni,O,O
KEB-00920,KEB-00920.029,yg,which,O,O
KEB-00920,KEB-00920.030,',',O,O
KEB-00920,KEB-00920.031,kata,say,O,O
KEB-00920,KEB-00920.032,nya,his,O,O
KEB-00920,KEB-00920.033,',',O,O
KEB-00920,KEB-00920.034,menemukan,find,O,O
KEB-00920,KEB-00920.035,mayat,corpse,O,O
KEB-00920,KEB-00920.036,5,5,O,O
KEB-00920,KEB-00920.037,orang,person,O,O
KEB-00920,KEB-00920.038,pria,man,O,O
KEB-00920,KEB-00920.039,dan,And,O,O
KEB-00920,KEB-00920.040,1,1,O,O
KEB-00920,KEB-00920.041,orang,person,O,O
KEB-00920,KEB-00920.042,wanita,woman,O,O
KEB-00920,KEB-00920.043,.,.,O,O
KEB-00921,KEB-00921.001,kapolres,police chief,B-ORG,OFFICER-ARG
KEB-00921,KEB-00921.002,tanjung,cape,B-PLOC,PLACE-ARG
KEB-00921,KEB-00921.003,balai,hall,I-PLOC,PLACE-ARG
KEB-00921,KEB-00921.004,akbp,AKBP,O,O
KEB-00921,KEB-00921.005,putu,putu,O,O
KEB-00921,KEB-00921.006,yudha,Yudha,O,O
KEB-00921,KEB-00921.007,prawira,prawira,O,O
KEB-00921,KEB-00921.008,",",",",O,O
KEB-00921,KEB-00921.009,s,s,O,O
KEB-00921,KEB-00921.010,.,.,O,O
KEB-00921,KEB-00921.011,i,i,O,O
KEB-00921,KEB-00921.012,.,.,O,O
KEB-00921,KEB-00921.013,k,k,O,O
KEB-00921,KEB-00921.014,.,.,O,O
KEB-00921,KEB-00921.015,m,m,O,O
KEB-00921,KEB-00921.016,.,.,O,O
KEB-00921,KEB-00921.017,h,h,O,O
KEB-00921,KEB-00921.018,.,.,O,O
KEB-00921,KEB-00921.019,melaksanakan,carry out,O,O
KEB-00921,KEB-00921.020,kegiatan,activity,O,O
KEB-00921,KEB-00921.021,polisi,police,B-ORG,OFFICER-ARG
KEB-00921,KEB-00921.022,rindu,Miss,O,O
KEB-00921,KEB-00921.023,masyarakat,public,O,O
KEB-00921,KEB-00921.024,(,(,O,O
KEB-00921,KEB-00921.025,prm,prm,O,O
KEB-00921,KEB-00921.026,),),O,O
KEB-00921,KEB-00921.027,dalam,in,O,O
KEB-00921,KEB-00921.028,rangka,frame,O,O
KEB-00921,KEB-00921.029,pemberian,giving,O,O
KEB-00921,KEB-00921.030,bantuan,help,O,O
KEB-00921,KEB-00921.031,tali,rope,O,O
KEB-00921,KEB-00921.032,asih,darling,O,O
KEB-00921,KEB-00921.033,kepada,to,O,O
KEB-00921,KEB-00921.034,masyarakat,public,O,O
KEB-00921,KEB-00921.035,yang,Which,O,O
KEB-00921,KEB-00921.036,mengalami,experience,O,O
KEB-00921,KEB-00921.037,musibah,disaster,O,O
KEB-00921,KEB-00921.038,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00921,KEB-00921.039,",",",",O,O
KEB-00921,KEB-00921.040,selasa,Tuesday,B-ARG,TIME-ARG
KEB-00921,KEB-00921.041,29,29,B-ARG,TIME-ARG
KEB-00921,KEB-00921.042,september,September,I-ARG,TIME-ARG
KEB-00921,KEB-00921.043,2020,2020,I-ARG,TIME-ARG
KEB-00921,KEB-00921.044,pukul,o'clock,B-ARG,TIME-ARG
KEB-00921,KEB-00921.045,11,11,I-ARG,TIME-ARG
KEB-00921,KEB-00921.046,wib,WIB,I-ARG,TIME-ARG
KEB-00921,KEB-00921.047,di,in,O,O
KEB-00921,KEB-00921.048,sdn,sdn,O,O
KEB-00921,KEB-00921.049,138432,138432,O,O
KEB-00921,KEB-00921.050,jl,jl,B-ARG,STREET-ARG
KEB-00921,KEB-00921.051,.,.,I-ARG,STREET-ARG
KEB-00921,KEB-00921.052,cimuk,chubby,I-ARG,STREET-ARG
KEB-00921,KEB-00921.053,lk,lk,I-ARG,STREET-ARG
KEB-00921,KEB-00921.054,.,.,I-ARG,STREET-ARG
KEB-00921,KEB-00921.055,iv,iv,I-ARG,STREET-ARG
KEB-00921,KEB-00921.056,.,.,O,O
KEB-00922,KEB-00922.001,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00922,KEB-00922.002,di,in,O,O
KEB-00922,KEB-00922.003,gowa,Gowa,B-LOC,PLACE-ARG
KEB-00922,KEB-00922.004,",",",",O,O
KEB-00922,KEB-00922.005,dua,two,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00922,KEB-00922.006,rumah,House,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00922,KEB-00922.007,rata,flat,O,O
KEB-00922,KEB-00922.008,dengantanah,with land,O,O
KEB-00923,KEB-00923.001,terjadi,happen,O,O
KEB-00923,KEB-00923.002,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00923,KEB-00923.003,di,in,O,O
KEB-00923,KEB-00923.004,pasar,market,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00923,KEB-00923.005,baru,new,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00923,KEB-00923.006,niaga,commerce,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00923,KEB-00923.007,kota,city,B-LOC,PLACE-ARG
KEB-00923,KEB-00923.008,probolinggo,probolinggo,I-LOC,PLACE-ARG
KEB-00923,KEB-00923.009,.,.,O,O
KEB-00923,KEB-00923.010,penyebab,reason,O,O
KEB-00923,KEB-00923.011,kebakaran,fire,O,O
KEB-00923,KEB-00923.012,masih,Still,O,O
KEB-00923,KEB-00923.013,belum,Not yet,O,O
KEB-00923,KEB-00923.014,diketahui,known,O,O
KEB-00924,KEB-00924.001,beri,berries,O,O
KEB-00924,KEB-00924.002,semangat,Spirit,O,O
KEB-00924,KEB-00924.003,",",",",O,O
KEB-00924,KEB-00924.004,undunsyah,undunsyah,O,O
KEB-00924,KEB-00924.005,datangi,come,O,O
KEB-00924,KEB-00924.006,korban,victim,O,O
KEB-00924,KEB-00924.007,tanah,land,O,O
KEB-00924,KEB-00924.008,longsor,landslide,O,O
KEB-00924,KEB-00924.009,dan,And,O,O
KEB-00924,KEB-00924.010,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00924,KEB-00924.011,di,in,O,O
KEB-00924,KEB-00924.012,tarakan,Tarakan,B-LOC,PLACE-ARG
KEB-00925,KEB-00925.001,saya,I,O,O
KEB-00925,KEB-00925.002,masih,Still,O,O
KEB-00925,KEB-00925.003,meneliti,research,O,O
KEB-00925,KEB-00925.004,berita,news,O,O
KEB-00925,KEB-00925.005,kebakaran,fire,B-EVE,FALSE-EVENT
KEB-00925,KEB-00925.006,mobil,car,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00925,KEB-00925.007,di,in,O,O
KEB-00925,KEB-00925.008,kediri,kediri,B-LOC,PLACE-ARG
KEB-00925,KEB-00925.009,",",",",O,O
KEB-00925,KEB-00925.010,ada,There is,O,O
KEB-00925,KEB-00925.011,banyak,Lots,O,O
KEB-00925,KEB-00925.012,berita,news,O,O
KEB-00925,KEB-00925.013,yang,Which,O,O
KEB-00925,KEB-00925.014,memberitakan,preach,O,O
KEB-00925,KEB-00925.015,sepintas,at a glance,O,O
KEB-00925,KEB-00925.016,.,.,O,O
KEB-00925,KEB-00925.017,itu,That,O,O
KEB-00925,KEB-00925.018,membuat,make,O,O
KEB-00925,KEB-00925.019,ku,my,O,O
KEB-00925,KEB-00925.020,sebal,annoyed,O,O
KEB-00925,KEB-00925.021,sekali,very,O,O
KEB-00925,KEB-00925.022,",",",",O,O
KEB-00925,KEB-00925.023,publik,public,O,O
KEB-00925,KEB-00925.024,disajikan,served,O,O
KEB-00925,KEB-00925.025,narasi,narrative,O,O
KEB-00925,KEB-00925.026,yang,Which,O,O
KEB-00925,KEB-00925.027,tak,not,O,O
KEB-00925,KEB-00925.028,pasti,Certain,O,O
KEB-00926,KEB-00926.001,kebakaran,fire,B-EVE,FIRE-EVENT
KEB-00926,KEB-00926.002,bangunan,building,B-ARG,AFFECTEDOBJECTS-ARG
KEB-00926,KEB-00926.003,dapur,kitchen,I-ARG,AFFECTEDOBJECTS-ARG
KEB-00926,KEB-00926.004,milik,owned by,O,O
KEB-00926,KEB-00926.005,warga,inhabitant,O,O
KEB-00926,KEB-00926.006,di,in,O,O
KEB-00926,KEB-00926.007,jalan,road,B-ARG,STREET-ARG
KEB-00926,KEB-00926.008,tegal,Tegal,I-ARG,STREET-ARG
KEB-00926,KEB-00926.009,sari,sari,I-ARG,STREET-ARG
